amount,is_international,velocity_5min,is_new_merchant,account_age_days,failed_login_attempts,fraud,is_night,is_weekend
4877,1,7,1,1539,0,1,0,0
4000,0,9,0,1666,4,0,0,0
13816,1,4,0,438,2,1,0,0
7081,1,9,0,1608,1,1,0,0
6476,0,1,0,671,0,0,0,0
17007,1,6,0,904,2,1,0,0
18877,0,2,1,1451,4,1,0,0
19077,1,8,1,1456,1,1,0,0
10260,0,5,0,1154,4,0,0,0
14224,0,3,1,1046,4,1,0,0
16382,1,2,0,892,4,1,0,1
10588,0,8,0,389,3,1,0,1
5340,1,7,0,135,1,1,0,0
10553,0,9,0,532,4,1,0,0
10578,0,8,0,220,3,1,1,1
12494,0,4,1,333,0,1,1,0
19362,1,2,1,1154,3,1,1,1
4532,1,2,1,1056,0,1,0,1
13668,0,2,1,1626,3,1,0,0
14278,1,6,0,1795,4,1,1,0
17760,0,7,1,1449,3,1,1,0
402,1,6,0,1322,3,1,0,1
17122,1,2,0,1528,4,1,0,0
155,0,4,1,1869,0,0,0,0
13113,0,3,1,1785,4,1,0,1
8817,0,4,0,1709,1,0,0,1
8250,0,5,0,357,3,0,1,0
2225,0,7,0,1479,1,0,0,0
11579,1,9,1,401,4,1,0,0
15845,1,2,0,896,4,1,1,0
16848,0,8,0,1583,2,1,0,1
6909,0,3,0,990,1,0,0,0
4721,0,9,0,709,2,0,1,0
15134,1,4,1,1944,1,1,0,0
13723,0,3,1,1479,2,0,0,0
5226,0,6,0,1915,2,0,0,0
5222,1,9,1,1058,1,1,0,0
18130,1,7,0,1790,4,1,0,0
17402,1,4,1,248,0,1,0,0
19281,1,3,1,946,4,1,0,1
5970,0,4,1,42,0,0,0,0
1631,1,3,1,801,1,1,1,0
8272,1,3,0,123,3,0,0,0
19829,0,9,0,27,4,1,1,1
7773,0,4,0,1486,2,0,0,1
6982,0,9,1,571,4,1,0,0
2006,1,5,1,1171,1,1,0,1
3186,0,7,0,496,3,0,0,0
13603,1,5,1,1651,3,1,0,0
8252,1,1,1,486,4,1,0,0
5850,1,2,0,1484,4,1,0,1
12872,0,5,1,899,4,1,0,0
10367,1,6,0,711,1,1,0,0
1162,0,7,1,1152,0,1,0,1
18460,0,2,0,376,0,0,0,0
17780,0,9,1,665,2,1,0,1
6329,1,6,1,1905,1,1,0,0
16609,1,2,1,783,3,1,0,1
15247,1,2,1,851,2,1,0,0
4732,0,3,1,1980,3,0,0,1
6388,1,1,0,1107,3,0,0,0
3696,1,9,1,1559,4,1,0,0
11575,1,4,0,1547,3,1,0,1
6268,1,5,0,1723,3,0,0,0
9895,1,7,0,1652,1,1,0,1
7661,0,1,1,674,4,0,0,0
8358,0,3,0,1127,4,0,0,1
16716,0,3,1,1779,2,1,1,0
6471,0,2,1,1543,4,0,0,0
14469,1,8,1,362,0,1,0,1
13010,0,5,0,684,1,0,1,0
8043,1,1,1,1280,2,0,0,0
12299,0,2,1,247,0,1,0,1
15828,0,1,1,1216,3,1,1,0
6838,0,6,0,1650,0,0,0,0
16013,1,9,0,535,2,1,1,1
2572,1,7,0,1894,4,1,0,0
19223,0,5,0,314,1,0,1,0
15779,1,3,1,1300,2,1,0,1
1861,0,8,0,1947,0,0,0,0
10267,0,4,1,1397,0,1,0,1
10654,0,9,0,444,2,1,1,0
17360,1,5,1,1672,2,1,0,1
14377,0,6,0,869,2,1,0,0
3912,0,5,0,1219,4,0,1,0
17944,0,7,0,1282,2,1,0,0
18217,1,7,1,1814,3,1,0,1
1705,0,1,1,582,1,0,1,0
5722,1,2,0,871,1,0,0,0
6867,0,7,0,1384,3,1,1,1
11713,1,8,0,548,0,1,0,0
10689,0,4,0,1132,0,0,1,0
14018,0,6,0,1048,0,1,0,1
13146,1,3,0,1676,0,1,0,1
2690,1,7,1,465,4,1,0,0
17547,0,3,1,1046,3,1,0,1
4424,1,7,1,502,1,1,0,1
10887,0,8,1,851,3,1,0,0
9211,0,3,1,1865,1,0,0,1
5442,0,2,1,716,0,0,0,0
16489,1,6,0,892,4,1,0,0
8759,0,4,0,1760,2,0,0,1
14143,1,8,0,501,2,1,0,0
8937,0,2,0,735,0,0,0,1
217,1,4,0,593,0,0,0,1
14017,1,2,1,407,3,1,0,1
19035,0,2,1,1354,4,1,0,0
14409,1,2,1,703,4,1,1,0
13334,0,1,1,286,3,1,0,1
5660,0,4,1,147,4,0,0,0
946,0,2,0,794,4,0,0,1
11054,0,9,1,384,2,1,0,0
13803,0,9,1,11,4,1,0,0
15485,1,7,1,276,0,1,0,0
13846,0,6,0,886,2,1,1,1
6569,1,3,0,1592,0,0,0,0
9433,1,7,0,1709,0,1,0,0
16708,0,1,0,964,3,0,0,0
12919,1,9,0,303,4,1,0,0
4308,0,4,0,204,4,0,0,0
6383,1,6,1,345,4,1,0,0
2148,1,6,1,1784,4,1,0,0
6333,1,3,1,826,2,1,1,0
13041,0,4,0,1290,1,0,0,1
12707,1,3,0,22,0,1,1,0
9865,0,6,0,839,1,0,0,1
1928,1,1,0,536,1,0,0,0
2017,1,8,1,1730,1,1,0,0
7088,1,8,0,1120,2,1,0,1
18510,1,9,0,981,1,1,0,0
14694,0,6,0,1469,2,1,0,0
13077,0,1,0,263,3,0,0,0
109,1,3,0,584,3,0,0,0
16744,1,1,1,1013,3,1,0,0
9965,0,5,0,1779,2,0,0,0
2319,0,3,0,383,2,0,0,0
7141,0,2,1,1574,0,0,0,0
18544,0,3,0,917,1,0,0,0
5387,1,9,0,392,4,1,1,0
1719,1,8,1,889,4,1,0,0
8612,0,3,1,1625,1,0,0,0
1442,0,2,1,540,4,0,0,0
10668,0,5,1,1116,4,1,0,0
19316,0,1,1,566,4,1,0,0
19308,0,4,1,1183,2,0,0,0
18478,0,8,1,884,2,1,1,1
14331,1,1,1,228,2,1,0,0
3590,1,5,1,473,1,1,0,1
9410,1,4,1,372,3,1,0,0
8084,0,6,0,1400,4,1,1,0
18088,0,7,1,1577,0,1,0,0
12319,0,9,1,37,2,1,0,1
335,1,1,1,1661,0,1,0,1
10261,0,4,1,1958,4,1,0,0
2008,0,6,1,691,3,1,1,1
8667,1,7,0,844,0,1,0,0
3630,0,7,0,1061,4,0,0,0
5356,1,8,0,101,4,1,0,0
19119,1,8,1,1567,2,1,0,1
8262,0,8,1,1214,3,1,1,0
19044,1,8,0,1536,4,1,0,0
5515,0,8,1,658,3,1,0,1
3491,1,6,1,90,2,1,1,1
11257,0,9,0,1030,0,1,0,0
6051,1,3,1,905,1,0,0,0
8107,0,6,1,1163,1,0,0,0
9164,1,5,1,95,1,1,1,0
15624,1,8,1,1655,3,1,0,1
19382,1,4,1,1902,1,1,1,1
177,0,4,1,632,0,0,1,0
7677,0,5,1,1410,4,0,0,1
17084,1,6,0,123,3,1,0,1
14160,0,4,0,1309,0,0,0,1
17549,1,2,1,366,3,1,0,0
18620,0,2,1,1913,3,1,0,0
10635,1,3,0,691,3,1,0,0
9610,0,2,0,1514,2,0,0,1
7043,1,1,0,325,4,1,1,0
12054,1,8,0,407,1,1,0,0
7904,1,5,0,996,2,0,0,1
6665,1,1,0,519,4,1,0,1
6084,0,9,0,896,1,0,0,0
4770,1,8,1,1848,2,1,0,0
18674,0,4,0,1663,2,0,0,0
9284,0,8,0,77,0,0,0,0
19196,1,7,0,234,2,1,0,0
2292,0,7,1,830,3,1,0,1
1348,0,1,1,586,2,0,1,0
11346,0,6,1,484,3,1,0,0
12890,1,4,0,1488,4,1,0,0
18481,0,2,0,271,4,0,0,0
3787,0,7,0,1845,3,1,0,1
4118,1,9,1,939,0,1,0,1
11402,1,5,1,1491,0,1,0,0
2070,0,8,1,469,4,1,1,1
8489,1,5,1,632,2,0,0,0
17686,0,7,1,547,4,1,0,0
15474,0,7,1,719,4,1,0,0
5888,0,9,0,1008,3,1,0,1
5508,1,3,1,270,0,0,0,0
9546,0,1,1,605,3,0,1,0
1022,1,2,1,965,4,1,1,0
519,1,6,1,378,1,1,1,1
18688,0,9,0,177,2,1,0,0
10889,1,3,0,274,4,1,0,0
1220,1,2,1,1715,3,1,0,0
11360,1,1,0,1665,1,1,0,1
17434,1,2,0,637,1,1,0,0
2436,1,3,0,27,4,1,0,1
5473,0,7,0,576,0,0,0,0
2343,1,2,0,60,1,0,0,0
19129,0,5,0,731,2,1,1,1
4712,0,2,0,1241,3,0,1,1
14046,0,7,1,1705,3,1,0,0
18349,0,8,0,661,3,1,1,0
11204,0,8,1,270,4,1,0,0
13529,0,8,0,1140,3,1,0,1
6471,1,9,0,245,3,1,1,0
6459,1,1,0,660,2,0,1,0
7963,1,1,1,1628,0,0,0,0
3328,0,2,0,85,4,0,0,0
14482,1,6,1,1623,4,1,0,0
18855,1,1,0,907,3,1,0,0
2991,1,5,0,1656,2,0,0,0
3856,0,5,1,1474,1,0,0,1
15870,1,4,0,1876,3,1,0,0
16578,0,5,0,536,3,1,1,0
2774,1,1,0,1911,4,1,0,1
6998,0,6,1,89,4,1,1,0
10247,0,7,0,549,3,1,0,0
893,0,8,0,854,4,0,0,0
2216,1,2,0,895,2,0,1,0
5879,1,7,1,507,1,1,1,0
12398,0,6,0,408,1,1,0,0
14253,1,9,1,1295,1,1,0,0
11211,0,8,0,524,3,1,1,0
10889,0,4,0,1518,3,0,0,0
11497,1,9,1,607,3,1,0,1
13099,1,1,1,1003,2,1,0,1
914,1,6,1,448,1,1,0,0
16829,0,8,1,543,4,1,1,1
10641,0,4,1,949,4,1,0,0
2543,1,2,0,350,0,0,0,1
10557,0,2,0,1769,0,0,0,0
10480,1,1,1,852,4,1,0,0
7883,0,5,0,328,1,0,1,1
11573,1,6,0,1836,3,1,0,1
17468,1,4,1,1310,4,1,0,1
15428,0,4,1,1059,4,1,0,0
927,1,5,1,1557,0,0,0,0
7247,1,5,0,623,1,0,0,1
4551,0,9,1,488,4,1,1,1
15443,1,8,0,1855,3,1,0,0
13735,0,9,1,1884,3,1,0,0
6059,1,3,1,487,2,1,1,1
226,0,3,1,145,3,0,0,0
19661,1,1,1,1548,4,1,0,0
8895,1,6,0,756,4,1,1,1
11741,1,4,0,146,3,1,0,0
7296,1,8,0,1021,0,1,0,1
11659,0,2,1,1775,1,0,0,0
3468,0,2,0,1527,4,0,1,0
3897,0,7,0,1628,3,0,0,0
15214,0,5,0,828,3,1,0,1
13818,0,1,1,1859,4,1,0,0
1892,0,7,0,627,2,0,0,0
11153,0,7,1,1551,1,1,0,0
3576,1,6,1,1296,4,1,0,1
3517,1,4,0,534,3,0,0,0
1745,1,8,0,630,2,1,0,1
14855,1,2,1,881,4,1,1,1
19514,0,2,1,1119,1,1,1,1
19356,0,2,1,1471,2,0,0,0
3172,0,3,0,415,3,0,0,0
1954,1,6,1,257,0,1,0,0
4762,0,1,1,1867,1,0,0,0
6614,1,2,1,1286,2,0,0,0
2808,0,2,0,87,4,0,0,1
11794,0,1,1,905,4,1,0,1
9624,0,3,1,1460,2,0,0,0
19991,0,7,1,1854,4,1,0,1
6556,1,1,1,570,2,0,0,0
4312,1,7,1,742,1,1,0,0
13324,0,5,0,108,4,1,0,1
8070,1,9,0,1043,1,1,0,0
17020,0,2,1,1389,3,1,0,1
1725,0,1,1,1677,3,0,1,0
10414,0,9,1,1403,3,1,0,0
8073,0,8,1,160,3,1,0,0
8677,1,6,1,100,4,1,0,1
8170,0,5,1,265,2,0,0,0
8766,0,8,0,1774,4,0,0,0
3700,1,8,1,750,4,1,0,1
6883,0,5,1,1073,1,0,1,0
13326,1,7,0,677,2,1,0,1
9246,0,1,0,799,0,0,0,0
5071,0,4,0,1439,0,0,0,1
13590,0,2,0,1083,2,0,0,0
17689,0,3,1,183,0,0,0,0
13051,0,1,0,659,2,1,1,1
12412,0,2,0,1471,1,0,0,0
2090,1,1,0,1922,1,0,0,0
5399,0,8,1,1325,4,1,0,0
13097,1,4,1,608,0,1,0,0
13572,1,3,1,1579,2,1,0,0
4480,0,1,0,1378,1,0,0,0
4857,1,2,1,1793,4,1,1,0
19197,0,3,0,1237,0,0,0,0
10495,1,3,0,1213,0,1,0,0
16341,0,6,0,643,0,1,0,0
5688,1,8,0,347,1,1,0,1
17450,1,6,1,812,1,1,0,0
5044,0,2,1,1927,0,0,0,0
13495,1,2,1,801,1,1,0,1
19916,0,7,1,1161,0,1,1,1
17172,0,1,0,1054,3,1,0,1
4343,0,1,0,146,1,0,0,1
10016,0,7,0,1848,2,1,1,0
10084,0,9,0,1492,1,1,1,0
1859,1,5,0,1641,0,0,0,0
9281,1,1,1,503,2,0,0,0
2582,1,5,1,799,4,1,0,0
1051,0,1,0,968,2,0,1,0
2179,1,9,0,1215,2,1,0,0
2817,1,4,1,471,1,1,0,1
9792,1,9,1,690,2,1,0,0
7411,1,2,0,1369,2,0,0,0
18549,1,7,1,1775,0,1,0,1
868,0,2,1,1,1,0,0,0
5590,0,4,0,110,0,0,1,1
15634,1,6,0,1874,1,1,0,0
6745,0,2,1,1811,4,0,1,0
5332,0,2,1,1907,2,0,0,0
11585,1,2,0,894,1,1,1,0
5897,1,3,1,1770,2,1,1,0
19819,0,5,1,1088,2,0,0,0
12442,1,9,1,756,3,1,0,0
8138,0,6,0,53,0,0,0,0
16102,0,9,1,262,1,1,0,0
13187,1,5,1,1553,4,1,0,1
4973,0,6,0,1326,3,0,0,0
1581,0,8,0,1992,0,0,0,0
10193,0,3,1,886,4,1,0,0
19935,1,2,0,234,4,1,0,1
14522,1,3,0,73,2,1,1,0
16538,1,9,1,1381,0,1,0,0
7743,1,6,0,951,3,1,0,0
19946,0,4,1,1627,1,1,0,1
15808,1,3,1,484,1,1,0,1
11371,1,2,0,1030,3,1,0,1
17316,1,4,1,1734,2,1,0,1
12700,1,9,1,877,2,1,0,1
11098,0,4,1,1732,4,1,0,1
14395,0,5,1,1832,0,0,0,0
10782,0,8,1,859,4,1,1,1
16480,1,2,0,1858,1,1,0,1
8619,1,3,0,137,3,0,0,0
19794,0,6,1,779,0,1,0,0
3400,1,7,1,1428,3,1,0,0
6822,1,4,0,628,0,0,0,0
7318,0,1,1,555,1,0,0,0
3154,0,7,1,743,1,0,0,0
13675,1,9,1,570,0,1,0,0
8070,1,1,0,1230,2,0,0,0
2243,1,1,1,410,0,0,0,0
9603,0,1,0,1830,1,0,0,0
15249,0,7,1,1630,3,1,0,0
19022,0,9,1,1060,4,1,1,0
12275,0,3,0,230,3,0,0,0
8456,1,8,0,1251,1,1,0,0
15170,0,9,1,1719,3,1,0,0
922,0,3,1,262,2,0,1,0
17427,1,3,1,1155,2,1,0,1
14389,1,1,0,1601,0,1,0,1
6250,1,2,1,892,3,1,0,0
4525,0,7,0,448,3,1,1,0
16132,1,3,1,186,1,1,0,1
2298,1,7,1,1653,0,1,0,1
3552,0,5,1,1210,0,0,0,0
9206,0,8,1,1298,3,1,0,0
13959,1,5,1,1687,4,1,0,1
17792,0,3,1,352,3,1,0,1
8805,1,9,1,1437,3,1,0,1
10212,1,7,0,1175,3,1,0,0
4941,0,5,1,384,2,0,0,0
15458,1,7,1,1060,0,1,0,1
1509,0,9,1,326,2,1,0,1
4666,0,5,1,465,4,0,0,1
11482,0,7,0,466,1,1,0,0
18039,1,9,0,1119,4,1,0,0
14696,0,1,1,1158,0,0,0,0
904,0,4,1,162,1,0,0,0
13321,1,1,0,556,4,1,0,0
1379,1,8,0,300,0,1,0,0
13292,1,3,0,1819,4,1,0,0
7183,1,2,1,356,1,1,0,1
11193,0,4,0,1264,1,0,1,0
17871,0,3,0,564,4,1,0,1
12980,0,5,1,1962,2,1,1,0
15617,1,8,1,793,4,1,1,0
19163,1,8,1,1023,4,1,1,1
2206,0,7,0,586,4,0,0,0
16186,1,8,0,1831,2,1,0,0
4931,1,5,0,750,3,0,0,0
19252,0,6,0,1191,1,1,0,0
3286,0,8,1,140,0,1,1,0
2673,1,1,0,1163,1,0,0,0
12908,1,6,1,1905,1,1,0,0
2699,1,6,0,235,3,1,0,0
4133,0,5,0,1027,1,0,1,1
8528,0,4,0,256,1,0,0,0
1404,0,1,1,371,2,0,0,1
17785,0,8,0,278,2,1,0,0
19025,0,6,1,516,2,1,0,0
18535,1,3,1,904,2,1,0,0
8733,1,3,1,1806,2,0,0,0
11472,1,6,1,1236,0,1,0,0
9096,0,7,0,1240,3,1,1,0
16558,0,8,0,270,4,1,0,0
5575,0,5,1,476,2,0,0,0
7284,1,6,1,1552,3,1,0,0
12975,0,1,0,928,4,1,0,1
1722,0,6,0,64,1,0,0,0
16088,1,9,1,1775,1,1,1,0
8141,0,4,0,460,3,0,1,1
16825,1,1,0,1040,0,1,0,0
18558,0,9,0,564,0,1,0,1
8092,0,4,1,1043,3,0,0,0
15746,1,2,1,1349,0,1,0,0
17129,1,1,1,908,0,1,1,1
4363,1,3,1,93,1,0,0,0
14160,1,7,1,773,0,1,0,0
15256,1,2,0,810,0,1,0,0
8746,1,9,0,1041,3,1,1,1
11764,0,2,0,1647,0,0,0,0
3069,0,5,1,840,2,0,0,0
3128,1,8,0,1896,2,1,0,0
19165,0,8,1,488,3,1,0,0
3729,1,3,1,1118,2,1,0,1
3167,0,2,1,1034,1,0,0,0
6041,1,9,1,1748,3,1,1,0
17870,0,3,1,749,0,1,1,0
19350,0,8,1,1790,2,1,0,0
11655,0,2,0,528,1,0,0,0
13181,0,3,1,1513,3,1,1,1
6919,0,1,0,1168,3,0,1,0
11146,1,6,1,554,0,1,1,0
17817,1,7,0,515,4,1,1,0
2811,1,4,1,1943,2,0,0,0
4953,0,1,1,1494,1,0,1,1
7815,1,3,0,377,3,1,1,0
9042,0,9,1,1692,2,1,1,1
15607,0,5,1,1518,1,0,0,0
15926,0,6,0,1709,1,1,0,1
1862,1,4,0,484,3,1,0,1
15950,0,1,1,452,2,1,1,1
12212,1,5,0,1560,1,1,0,0
12752,1,5,0,787,3,1,0,0
6222,0,5,1,1099,2,0,1,0
581,0,6,0,1064,2,0,0,0
14636,1,2,1,302,3,1,0,0
253,1,1,0,1576,2,0,0,1
7717,1,2,1,1086,4,1,0,0
1624,1,6,1,1774,1,1,1,1
2220,1,5,1,1527,1,0,0,0
15148,1,5,0,999,2,1,1,0
2443,0,6,1,1269,3,1,0,1
5236,1,7,0,18,0,1,0,0
1340,1,9,1,1676,2,1,0,0
160,1,7,1,398,0,1,1,1
9230,1,2,1,1007,2,1,0,1
18123,0,6,0,594,0,1,0,1
12412,0,9,1,189,2,1,0,0
13450,1,7,1,1644,3,1,0,0
12518,1,2,0,1770,0,1,0,0
1352,1,3,1,1804,4,1,0,0
8463,0,8,1,104,3,1,1,1
9750,0,9,0,1947,2,1,1,1
18806,0,4,0,1670,0,0,0,0
16414,0,9,0,1368,1,1,0,0
4190,0,2,1,1395,3,0,0,1
7060,0,5,0,33,0,0,0,0
3104,1,2,1,749,3,1,0,1
16813,0,1,1,374,0,0,0,0
3740,0,5,0,1872,1,0,0,0
1441,1,2,0,1202,4,0,0,0
11955,0,7,1,1036,1,1,0,0
438,1,8,0,1887,2,1,0,1
5995,0,2,0,1977,3,0,0,0
12354,1,7,1,741,4,1,1,0
19192,1,4,0,1845,3,1,0,0
11444,1,1,0,1805,0,1,0,0
1850,1,3,0,890,2,0,0,0
2521,1,1,1,456,2,1,0,1
7219,0,5,0,1894,3,0,0,1
5419,0,8,0,1667,2,0,0,0
15996,1,1,1,249,3,1,0,0
12018,1,9,1,448,0,1,0,0
13949,1,3,1,1018,0,1,1,0
4973,0,5,1,980,3,1,1,1
4906,1,9,0,1594,1,1,1,0
8692,1,5,1,1028,1,1,0,1
12282,1,9,1,1260,0,1,0,0
19641,1,8,0,173,4,1,0,0
16874,0,7,1,1346,1,1,0,0
12145,1,1,1,371,3,1,1,0
4530,1,4,0,1572,0,0,0,0
8920,0,9,1,791,2,0,0,0
4332,1,8,1,749,2,1,0,0
11222,1,4,0,787,1,1,0,0
15123,0,1,0,1320,4,1,0,1
8107,0,4,0,840,1,0,0,1
18005,0,3,0,400,4,1,0,1
9118,1,6,0,1082,1,1,1,0
1600,1,5,0,1899,2,0,0,0
6837,0,5,0,1554,4,0,0,1
3394,0,2,0,548,2,0,1,1
18903,0,3,0,408,3,0,0,0
19526,1,6,0,641,3,1,0,0
4597,1,2,0,1537,0,0,0,0
17950,0,4,0,64,2,0,0,0
714,1,2,1,574,2,1,0,1
9474,0,9,0,1902,0,1,1,1
19707,1,3,0,420,3,1,1,0
2767,1,6,0,1867,3,1,1,0
13509,1,1,0,146,4,1,0,1
16614,1,3,0,1296,4,1,1,0
3083,0,8,1,17,3,1,0,0
12751,1,5,1,1816,1,1,1,0
8330,1,8,1,98,2,1,0,0
6740,0,2,1,452,4,0,0,1
11879,1,7,0,1763,1,1,0,1
15417,0,9,1,975,4,1,0,1
17404,0,7,1,898,0,1,0,0
7664,1,3,0,1016,2,0,0,0
15620,1,7,1,1267,4,1,0,0
13837,0,8,1,479,3,1,0,1
9423,0,1,0,201,0,0,0,1
15329,0,3,0,1930,0,0,1,0
11813,1,5,1,1973,3,1,1,1
8602,0,6,0,1497,0,0,0,0
19725,0,3,1,179,2,0,0,0
645,0,4,0,508,4,0,0,0
4446,1,5,1,453,0,0,0,0
10096,0,3,1,270,2,1,1,0
15875,1,4,1,1258,3,1,1,0
14019,1,5,0,1648,4,1,1,0
3910,0,2,0,486,3,0,1,0
7306,1,9,1,578,4,1,1,0
9105,0,8,0,338,0,0,0,0
16471,1,6,0,861,0,1,1,0
12416,1,3,1,1973,4,1,1,0
18516,0,2,0,757,2,0,1,0
8536,0,7,0,757,2,0,0,1
13084,0,8,1,1472,2,1,0,0
371,1,1,1,584,1,1,1,0
19995,1,6,0,1381,2,1,1,1
18255,0,7,0,1073,0,1,0,0
10716,0,9,0,1520,1,1,0,0
4461,1,3,1,346,2,0,0,0
7169,1,2,0,702,0,0,0,0
17404,1,5,0,293,1,1,0,1
3530,0,1,0,1713,0,0,0,0
12776,1,6,0,1988,4,1,0,0
10916,0,9,0,1697,0,1,0,0
2150,1,9,0,1174,1,1,0,0
11792,1,7,1,1606,2,1,0,0
1265,0,7,1,1569,1,0,0,0
2133,0,8,1,796,2,0,0,0
245,0,2,0,1880,2,0,1,0
14369,1,6,0,1022,3,1,0,0
7932,1,5,1,1284,4,1,0,0
14386,1,5,1,1346,3,1,1,0
2732,0,3,1,77,1,0,0,0
4594,1,3,1,1134,3,1,0,1
15252,0,6,1,817,2,1,0,0
9255,0,7,0,896,1,0,0,0
10526,0,1,0,651,3,0,0,0
10333,1,3,0,547,0,1,0,0
1928,1,1,0,1447,4,0,0,0
12360,0,3,0,394,0,0,0,0
9230,1,5,1,1259,1,1,1,1
4905,0,9,1,1354,3,1,1,0
906,0,3,0,1736,2,0,1,0
8302,1,9,1,325,3,1,0,1
1968,0,1,0,151,1,0,0,0
14661,0,6,0,1570,1,1,0,0
15612,1,9,1,1660,1,1,0,0
14999,0,5,0,879,1,1,1,1
16320,0,2,0,1056,3,0,0,0
16034,0,5,0,272,0,0,0,0
5529,0,1,1,836,2,0,0,0
9176,0,9,1,1846,2,0,0,0
3664,0,9,0,1660,4,0,0,0
1489,0,6,0,1948,1,0,0,0
11693,1,9,1,368,1,1,0,0
7374,1,3,1,1516,1,1,1,1
17308,0,4,1,1340,0,0,0,0
18749,0,6,1,590,1,1,0,0
17420,1,4,0,588,4,1,0,0
10845,1,1,0,572,4,1,0,1
14299,1,7,0,1621,0,1,0,0
15976,1,5,1,1392,1,1,1,0
18280,1,8,1,80,3,1,0,0
8345,0,9,0,1910,3,1,1,0
7314,1,5,1,1196,2,1,1,1
826,1,8,0,258,0,1,0,0
19220,1,1,1,279,3,1,0,0
13932,0,1,0,504,2,0,0,0
11462,0,7,0,1757,4,1,0,0
18397,0,6,0,558,2,1,0,0
10206,0,5,0,491,1,0,0,0
7757,0,5,1,1609,1,0,0,0
18950,0,9,0,566,4,1,0,1
14651,1,1,0,1863,0,1,0,0
8006,0,8,0,1757,1,0,1,0
7387,0,2,0,1917,1,0,0,0
992,1,7,1,1361,2,1,1,0
10322,0,6,0,521,2,1,0,1
4775,1,2,0,326,2,0,0,0
2033,1,3,1,1196,3,1,0,0
17864,0,4,0,84,4,0,0,0
11973,1,7,0,1866,0,1,1,0
17774,1,8,0,841,2,1,0,1
18124,1,2,0,1548,0,1,0,0
13339,1,8,1,1505,2,1,1,0
10974,0,9,1,1568,1,1,0,1
17702,1,7,1,1442,0,1,1,0
5116,0,1,1,1363,3,0,0,0
13874,1,6,1,1825,2,1,1,1
9852,1,8,1,320,4,1,0,1
17438,1,5,0,304,1,1,0,1
15685,0,2,0,1296,2,0,0,1
7391,0,5,0,690,0,0,1,0
1074,0,8,0,1138,2,0,1,0
4233,1,2,1,407,1,0,0,0
14763,1,1,0,1050,4,1,1,0
4072,1,4,0,1261,4,0,0,0
5395,1,4,1,1334,4,1,0,1
14013,0,9,0,684,1,1,0,1
9205,1,3,0,233,2,0,0,0
8328,0,4,1,1022,1,0,0,0
10003,1,3,0,549,1,1,0,0
3120,0,2,0,1289,2,0,0,0
9087,0,4,1,1037,3,0,1,0
12980,1,8,0,496,4,1,0,0
5333,1,1,0,1340,0,0,0,0
9616,0,8,0,618,0,0,0,1
14659,1,8,0,1662,2,1,0,0
16801,1,3,0,848,0,1,0,0
2496,0,6,1,1006,3,1,1,1
18646,0,4,0,384,1,0,0,0
19229,0,1,0,1017,4,0,0,0
1691,0,1,0,642,0,0,1,0
11403,1,5,1,316,0,1,0,0
6283,0,8,1,256,2,0,0,0
1412,0,1,1,441,2,0,0,1
7414,0,2,0,1139,1,0,1,0
18867,1,7,0,299,4,1,0,1
19723,0,8,0,915,0,1,0,0
2239,1,3,0,1148,1,0,0,0
14788,0,8,0,256,4,1,0,0
18188,0,1,1,651,1,0,0,0
7024,1,9,0,1742,0,1,0,0
462,0,2,0,47,2,0,0,0
19088,0,2,1,1753,2,0,0,0
13581,1,4,1,1855,2,1,0,0
3838,0,3,1,903,3,0,0,0
2569,0,4,1,463,1,0,0,1
16206,0,6,1,1374,0,1,0,1
17040,0,7,0,1147,1,1,0,1
9117,1,5,0,31,2,0,1,0
2908,0,2,0,55,1,0,1,1
16470,1,3,0,153,4,1,0,0
14970,0,3,0,456,1,0,0,0
12813,1,5,1,286,3,1,0,1
7661,0,5,0,36,3,0,0,0
2819,1,4,0,818,2,0,1,0
11800,0,8,1,1934,0,1,0,1
3841,1,6,1,1821,4,1,0,0
9866,1,6,0,1947,0,1,0,0
4098,0,1,0,1909,0,0,0,1
18887,1,6,1,256,4,1,1,1
16177,0,3,0,178,3,1,0,1
394,0,6,1,1572,2,0,0,0
10277,0,6,0,1278,1,1,0,1
9982,0,2,1,508,3,0,1,0
1236,0,1,1,1698,2,0,1,0
2164,1,3,1,21,3,1,0,0
7109,0,5,0,1830,4,0,0,1
13087,0,4,1,75,0,0,0,0
4643,0,7,1,719,4,1,0,0
1107,0,4,0,460,1,0,0,0
5545,0,8,0,1202,4,0,0,0
10806,0,7,0,1406,0,1,1,0
14849,1,9,1,1061,3,1,0,0
11818,1,1,1,1995,2,1,0,0
9539,0,5,1,1144,1,0,0,0
13381,1,4,0,1939,3,1,0,0
1535,0,6,0,630,2,0,0,1
671,0,1,1,1,0,0,0,0
2482,0,6,0,1745,4,1,0,1
5184,0,1,0,936,3,0,0,1
16761,0,1,1,311,2,0,0,0
13607,1,8,1,1232,2,1,0,0
7159,1,2,0,1178,4,1,0,1
18371,1,6,1,762,3,1,0,0
12871,1,6,0,683,3,1,0,0
17749,0,6,0,315,0,1,0,0
7591,1,8,1,307,3,1,0,0
14627,0,4,1,1528,4,1,0,0
17524,1,3,0,619,3,1,0,0
14959,1,6,0,1679,0,1,0,0
8173,1,4,1,1544,2,0,0,0
9177,1,2,0,1630,3,0,0,0
19236,0,6,0,1934,4,1,1,0
11483,1,5,0,1121,3,1,0,0
